Unlabel_01,Intensity,Unlabel_02,Intensity,Unlabel_03,Intensity,Glc_Label_01,Intensity,Glc_Label_02,Intensity,Glc_Label_03,Intensity
381.911,6.0409,539.4478,47.343,530.0148,3.9646,434.7545,3.7043,0,0,648.276,6.2133
381.9544,3.0682,539.4579,3.2895,530.1284,10.4714,434.803,3.7744,0,0,648.2995,5.4161
381.9731,3.694,539.4932,290.7439,530.1771,4.0681,434.8427,8.2155,0,0,648.3958,11.8706
381.9889,3.8304,539.4945,698.5701,530.2479,16.1417,434.8728,4.2206,0,0,648.3974,7.3706
382.0043,4.152,539.497,4.7016,530.2493,28.2807,434.8744,207.4436,0,0,648.3987,31.1748
382.0072,3.809,539.5024,8.7684,530.251,19.3052,434.9151,4.2055,0,0,648.4016,5.5769
382.076,5.0292,539.5038,1001.5301,530.2782,4.9319,434.9266,8.2256,0,0,648.462,6.3462
382.092,3.9142,539.5055,33.1871,530.2798,14.1471,434.9283,8.9348,0,0,648.7479,5.5245
382.0981,4.0234,539.6753,4.1225,530.2872,9.3569,434.936,4.1729,0,0,648.7697,5.9545
382.1141,7.23,539.7277,3.7372,530.2886,4.2916,434.9448,4.1103,0,0,648.7755,6.3951
382.139,16.5088,539.9865,4.0646,530.3002,16.3215,434.947,33.381,0,0,648.83,5.9615
382.1791,2.9591,540.0143,4.9822,530.3019,25.6022,434.9602,9.619,0,0,648.8635,5.1853
382.1932,3.1423,540.0222,3.9042,530.3407,3.8174,434.9617,231.5815,0,0,648.8655,5.5559
382.2226,7.6959,540.0528,10.9599,530.3568,5.1635,434.9777,6.5739,0,0,648.8873,6.2413
382.2351,2.8908,540.0546,17.4499,530.4523,4.564,434.9794,4.0827,0,0,648.8932,5.8986
382.2377,3.1365,540.0665,4.2049,530.4642,92.376,435.0231,25.2306,0,0,648.9283,5.0769
382.2953,3.0487,540.0918,4.2806,530.4653,106.0054,435.0322,3.8672,0,0,648.9539,5.3112
382.3225,3.4717,540.1723,4.0512,530.4667,16.3978,435.0386,3.4211,0,0,648.9579,5.7622
382.5035,3.0487,540.1976,8.2249,530.606,4.1771,435.0428,23.0326,0,0,648.9873,5.3392
382.505,10.0175,540.2319,3.8263,530.6534,4.297,435.0439,14.0827,0,0,649.0988,41.7867
382.5495,1214.9279,540.3378,4.2205,530.79,4.6894,435.061,4.2556,0,0,649.1004,68.4056
382.704,3.6023,540.424,7.5301,530.9202,4.5722,435.0836,3.604,0,0,649.1014,7.0804
382.7304,12.963,540.4334,6.294,530.951,4.4659,435.1173,4.3158,0,0,649.1499,5.7063
382.737,181.8889,540.4371,4.1893,531.0288,4.2425,435.1187,11.0777,0,0,649.179,5.1993
382.7874,3.8031,540.4485,421.4989,531.0333,5.2997,435.1211,3.9023,0,0,649.2149,5.6049
382.7948,2.9337,540.4496,11415.0664,531.0383,5.624,435.1308,4.4286,0,0,649.2504,14.0559
382.8016,3.6335,540.4656,3.902,531.0652,4.2207,435.1571,16.9599,0,0,649.252,5.3077
382.8499,7.4698,540.4953,7.9287,531.1133,4.7275,435.1612,9.1303,0,0,649.254,5.3462
382.8719,3.3294,540.4969,4.7016,531.1315,4.5613,435.1627,73.8772,0,0,649.274,626.1643
382.8859,21.9766,540.5057,38.9154,531.1624,4.0845,435.1928,1038.639,0,0,649.2753,619.049
382.8871,3.9084,540.5076,100.1091,531.254,4.2262,435.2012,79.2481,0,0,649.2764,137.3636
382.904,5562.9434,540.6118,3.7684,531.2717,1994.8256,435.2032,17.3935,0,0,649.2914,24.2762
382.905,732.5887,540.7429,3.7171,531.2734,14.9101,435.2052,8.7243,0,0,649.2931,11.0769
382.9101,3.3138,540.7638,3.7951,531.299,3.9401,435.2096,31.6566,0,0,649.3046,5.7238
382.9543,3.0234,540.8563,3.6771,531.3149,8.3025,435.2107,73.6967,0,0,649.3519,4.9965
382.9658,18.8499,540.8665,4.5078,531.3165,16.3515,435.2116,24.8246,0,0,649.3655,10.6713
382.9777,6.1715,540.9069,4.2895,531.3176,16.2616,435.2374,31.3083,0,0,649.3714,5.1399
382.9873,3.7992,540.9518,4.0735,531.319,4.752,435.2392,26.4762,0,0,649.3856,50.479
383.006,3.7212,541.0574,8.4009,531.3275,6.0545,435.2666,3.807,0,0,649.387,101.5315
383.0424,4.1287,541.0799,3.5501,531.4399,57.109,435.2677,3.6591,0,0,649.3887,33.528
383.0442,4.2768,541.1451,4.6392,531.4413,68.03,435.2752,4.7218,0,0,649.401,7.1748
383.0514,93.7193,541.1469,3.8151,531.4425,9.9591,435.2784,4.198,0,0,649.503,4.7413
383.0534,3.2417,541.2007,3.6882,531.4517,3.7629,435.2934,4.3885,0,0,649.5042,12.2413
383.093,3.193,541.207,12.7773,531.4659,4.109,435.2953,42766.9844,0,0,649.5401,17.3322
383.1108,3.306,541.2098,12.2339,531.4757,30.0463,435.2965,5.3058,0,0,649.5413,9.7448
383.1133,71.6511,541.2194,8.3296,531.4772,3747.7683,435.3108,8.1704,0,0,649.5438,6.3112
383.1152,3.3762,541.2262,3.7216,531.4791,7.8692,435.3142,4.2256,0,0,649.5576,5.8252
383.1418,4.4483,541.2315,4.931,531.5524,8.5014,435.3743,3.8546,0,0,649.5988,5.5944
383.1473,3.1813,541.3768,4.2739,531.6171,3.9646,435.3851,6.4561,0,0,649.8566,4.9545
383.1571,3.54,541.3978,3.6971,531.6357,4.624,435.4262,4.3409,0,0,649.8644,6.1014
383.2198,223.846,541.4339,7.7238,531.6851,5.5395,435.4562,3.3885,0,0,650.0962,6.0455
383.2442,3.4094,541.4349,4.539,531.739,4.218,435.4639,4.2055,0,0,650.1035,5.6923
383.2574,13.1676,541.438,0.6437,531.7869,4.8692,435.5161,4.6642,0,0,650.1665,6.5175
383.2588,70.8655,541.4402,22.2116,531.7975,4.2616,435.5193,5.1278,0,0,650.1846,5.986
383.2802,7.7739,541.4413,21.0356,531.8073,4.8692,435.5446,3.6115,0,0,650.2001,5.1049
383.2949,6.9279,541.4441,1.5167,531.8861,4.0954,435.6649,3.9875,0,0,650.2155,5.7203
383.2967,3.5478,541.4464,3.7483,531.947,4.0572,435.7505,4.3709,0,0,650.2316,5.9615
383.334,3.8304,541.4506,39.1203,532.0127,4.5668,435.8118,3.4712,0,0,650.2618,6.8252
383.3527,22.0546,541.4617,562168.9375,532.0198,3.8801,435.851,3.8471,0,0,650.2749,6.2273
383.3928,3.9493,541.4847,1.9488,532.1595,4.5313,435.8577,7.8797,0,0,650.2763,5.6538
383.48,3.4873,541.6231,4,532.2719,4.3488,435.8896,3.604,0,0,650.2775,7.5594
383.4864,3.575,541.7458,4.6503,532.2734,4.9646,435.9212,16.1554,0,0,650.2786,69.9126
383.5148,3.4074,541.822,4.2004,532.2747,54.9837,435.923,4,0,0,650.2803,18.6189
383.5464,7.6257,541.9719,4.3675,532.2759,25.0463,435.9591,7.5489,0,0,650.2952,7.5629
383.6492,3.1871,542.0296,4.0846,532.2947,8.5804,435.9611,31.3609,0,0,650.3889,11.4371
383.6607,4.6647,542.0549,4.8508,532.2993,4.2425,435.9826,4.0526,0,0,650.3906,28.2727
383.7317,43848.4141,542.1691,4.1448,532.3007,4.0572,435.9837,6.2231,0,0,650.4031,5.6993
383.7328,1933.3314,542.2125,4.9822,532.302,4.2125,436.0746,4.8246,0,0,650.4202,4.8112
383.7385,3.4211,542.2662,5.049,532.4025,4.5177,436.1161,7.9599,0,0,650.4506,7.4056
383.7413,3.0409,542.2964,3.8508,532.4455,5.9973,436.1388,3.8296,0,0,650.4725,6.479
383.7684,4.2047,542.3383,4.1425,532.4638,4.7003,436.1662,5.8246,0,0,650.5064,5.4266
383.8065,4.0585,542.4119,4.1314,532.4799,193.7112,436.179,3.3584,0,0,650.5454,5.9476
383.8163,2.9006,542.4404,3.6927,532.4811,266.3651,436.1964,16.4762,0,0,650.6112,5.8287
383.8363,3.4581,542.4504,43.9755,532.4823,16.9455,436.2133,9.1955,0,0,650.723,11.1993
383.8712,2.9123,542.4531,3.5367,532.5294,4.7057,436.2336,3.9524,0,0,650.7438,6.5559
383.9072,61.7563,542.4652,205388.5,532.5994,4.2343,436.2521,3.6391,0,0,650.778,5.3916
383.9083,37.3548,542.4793,106.5278,532.7117,3.8801,436.2824,3967.3284,0,0,650.8,5.6154
383.9206,3.193,542.4806,22.2094,532.7933,3.9292,436.2845,4.1704,0,0,650.8391,6.8497
383.9639,3.3002,542.614,3.7951,532.85,4.4305,436.2908,7.8847,0,0,650.928,6.028
383.9738,3.1228,542.7547,3.8508,532.8599,4.4251,436.2987,10030.0273,0,0,651.0344,5.1923
384.0085,2.9961,542.7742,3.6036,532.9449,4.0845,436.331,3.6266,0,0,651.1467,5.4161
384.0096,3.1637,542.9557,3.7416,532.9959,4.3787,436.3501,8.2481,0,0,651.1749,6.8357
384.0211,3.3918,542.9752,4.4031,533.0439,4.5422,436.5561,3.8246,0,0,651.1778,5.6713
384.0365,67.8441,543.0399,4.1158,533.106,11.6975,436.6242,4.5815,0,0,651.2039,5.1678
384.0468,3.0448,543.0565,3.7951,533.1079,4.4278,436.6684,3.7769,0,0,651.2477,6.986
384.0504,3.308,543.0999,4.7951,533.162,4.5286,436.8176,3.8296,0,0,651.2625,6.0944
384.0594,3.2144,543.1012,4.0401,533.1693,4.0136,436.8394,23.9198,0,0,651.2664,7.0594
384.1519,5.8343,543.1608,8.9176,533.1901,4.9292,436.8511,3.7393,0,0,651.2706,11.2972
384.2204,6.2729,543.1628,4.1915,533.1923,6.9755,436.8633,4.2381,0,0,651.2735,7.3531
384.222,3.0175,543.199,3.8797,533.2394,4.2044,436.8697,3.5288,0,0,651.2772,6.5455
384.2232,3.7719,543.226,4.3675,533.2784,4.7221,436.8715,14.4762,0,0,651.2885,6.8881
384.2434,3.501,543.2275,7.8263,533.2833,4.0381,436.9259,4.1479,0,0,651.2905,10404.0068
384.2539,3.9142,543.2288,4.0891,533.2873,69.7875,436.9589,1027.6416,0,0,651.2923,12.7483
384.319,4.2144,543.2814,4.1403,533.3007,4.1608,436.9692,21.2807,0,0,651.3046,5.3217
384.3397,3.8752,543.3951,7.951,533.3089,6.7439,436.9767,8.3208,0,0,651.3057,5.1469
384.378,3.7154,543.4599,2.5568,533.3285,3.812,436.9983,4.5689,0,0,651.3069,43.5804
384.38,2.9123,543.4684,2251.4343,533.33,4.545,437.0048,3.7043,0,0,651.3085,47.3531
384.465,3.575,543.4772,1018531.688,533.3391,4.4578,437.0128,3.6642,0,0,651.3102,5.6748
384.511,3.8791,543.4987,3.8842,533.4473,5.109,437.0169,3.4787,0,0,651.3831,6.0594
384.523,2.8129,543.5594,3.686,533.4546,9.6921,437.0223,12.8195,0,0,651.4124,6.0455
384.5273,2.961,543.5797,4.2027,533.4565,5709.981,437.0401,24.6642,0,0,651.4459,5.2692
384.5783,2.9903,543.5954,4.0869,533.4586,12.2398,437.0947,16.5965,0,0,651.4576,11.4301
384.6059,3.1072,543.6282,4.1938,533.4673,5.2725,437.0964,42.3083,0,0,651.4615,12.9161
384.7289,32.4581,543.6898,3.7171,533.4905,4.5777,437.1129,3.8997,0,0,651.4736,24.3182
384.7351,610.041,543.7462,4.6548,533.5826,4.297,437.1157,3.2206,0,0,651.4755,114.8741
384.8466,3.4366,543.7514,3.8508,533.5927,4.5886,437.173,3.782,0,0,651.477,27.1049
384.8583,3.8343,543.7858,4.1604,533.6484,4.1935,437.2081,137.0201,0,0,651.5182,7.2308
384.8708,3.2807,543.8714,4.3586,533.6628,4.0354,437.2094,48.7669,0,0,651.5192,5.1783
384.8739,6.8109,543.9091,4.4788,533.9671,4.4114,437.2161,21.2907,0,0,651.5209,5.6364
384.8943,4.2066,543.9305,4.2829,534.0054,4.6294,437.2303,11.8722,0,0,651.5448,5.0944
384.9012,5871.2124,543.9332,4.3563,534.1136,4.5095,437.2325,7.0175,0,0,651.5467,5.028
384.907,2.8285,544.0009,4.3519,534.1649,4.5368,437.238,3.5414,0,0,651.5544,11.1748
384.9875,4.2943,544.0342,3.6392,534.2813,4.8965,437.2455,32224.3555,0,0,651.5566,5.6748
384.9951,83.1014,544.0591,5,534.289,4.5068,437.2725,3.5013,0,0,651.8237,7
384.9962,7.3138,544.0731,4.1225,534.3359,4.5341,437.2804,4.7193,0,0,651.8337,7.951
385.0061,548.6491,544.1662,4.7372,534.3433,9.327,437.2857,754.5313,0,0,651.85,5.979
385.0389,3.8304,544.1745,4.3586,534.4582,32.7984,437.2922,4.3233,0,0,651.9251,6.1364
385.0617,3.425,544.1863,9.049,534.4598,730.248,437.2987,9.2155,0,0,651.939,5.3636
385.0731,3.2788,544.2285,3.2584,534.4614,78.8202,437.3015,529.6817,0,0,652.075,5.5559
385.1651,4.1442,544.2344,3.4766,534.7006,4.1553,437.3027,108.9774,0,0,652.1168,5.4021
385.1844,3.7856,544.2398,5.4187,534.7172,4.6485,437.3676,5.4085,0,0,652.1918,5.9545
385.1863,3.0117,544.2648,8.2584,534.7975,5.0436,437.5666,3.589,0,0,652.2391,5.028
385.1888,3.8694,544.2661,49.0067,534.8123,5.079,437.7748,3.817,0,0,652.2451,5.2867
385.2223,288.0331,544.2676,69.4321,534.8323,4.6376,437.7978,4.0426,0,0,652.2672,5.7308
385.2238,16.7953,544.2688,9.0245,534.8739,4.2807,437.8335,4.0677,0,0,652.2728,5.9476
385.2589,16.8752,544.3022,4.3898,534.8984,4.5395,437.8389,3.5589,0,0,652.2766,5.5245
385.2946,8.4016,544.3068,4.971,534.9178,3.9973,437.8724,3.9774,0,0,652.2914,42.7587
385.3976,2.9045,544.329,3.8731,534.922,4.4142,437.8773,3.6516,0,0,652.2925,406.9895
385.4202,2.7251,544.3907,3.5724,534.928,4.0327,437.9037,8.7494,0,0,652.2941,1162.2972
385.448,3.1676,544.4134,3.7884,535.0558,4.1689,437.9403,8.2005,0,0,652.2958,21.542
385.4879,6.6277,544.4253,3.7105,535.0817,6.7984,437.9543,7.9023,0,0,652.3113,6.9266
385.5897,3.1774,544.4633,1.0757,535.084,56.406,437.9579,5.1754,0,0,652.3319,5.8497
385.7224,6.4522,544.4698,5.265,535.1541,4.3733,437.9593,9.0827,0,0,652.3751,5.8287
385.73,30460.5977,544.4712,7.4143,535.2056,68.8202,437.9629,4.5213,0,0,652.3875,5.0769
385.7459,2.8519,544.4808,369835.875,535.2068,176.2589,437.9721,5.3634,0,0,652.4331,5.2413
385.7691,3.8538,544.494,4.5412,535.2241,9.7902,437.9769,3.8797,0,0,652.4464,5.0909
385.8311,3.9123,544.4956,20.8419,535.2259,5.1335,437.9812,3.7594,0,0,652.4525,6.1119
385.8343,4.577,544.4969,7.0156,535.2286,4.455,438.024,4.9649,0,0,652.4778,11.0769
385.8421,2.8967,544.5021,17.4477,535.2402,4.6376,438.0303,3.8872,0,0,652.6856,5.5559
385.8493,3.0195,544.5084,3.5612,535.2421,5.2752,438.0327,4.208,0,0,652.7983,6.479
385.8851,4.2066,544.5159,3.7506,535.2565,4.1172,438.1311,4.0025,0,0,652.834,4.8811
385.8951,3.5614,544.5852,3.4989,535.301,4.4305,438.1759,888.5388,0,0,652.8916,5.6608
385.9041,37.1306,544.6531,3.5323,535.3029,96.6785,438.1771,73.1429,0,0,652.9526,5.021
385.9054,39.5185,544.766,4.1114,535.304,20.951,438.1921,3.8296,0,0,652.9807,5.4615
385.922,3.692,544.7946,3.7528,535.314,4.0327,438.2045,32.6817,0,0,652.9882,4.8252
385.929,3.5848,544.834,3.8842,535.3241,5.0245,438.2121,5.9373,0,0,653.2019,11.7273
385.9303,3.5127,544.8687,4.1581,535.3261,39.3896,438.224,3.8396,0,0,653.2612,6.3042
385.9402,3.5712,544.9376,4.5969,535.3275,35.5722,438.2406,3.9624,0,0,653.2651,5.5629
386.0013,4.4308,544.9649,5.0913,535.4149,4.7166,438.2488,9775.6563,0,0,653.2771,14.8671
386.0099,3.4815,544.9887,4.2784,535.4661,1.564,438.2499,3.4937,0,0,653.2784,24.8217
386.0252,3.8947,545.0102,3.8864,535.4722,40157.2656,438.251,3.401,0,0,653.2796,225.8252
386.0633,3.5322,545.0421,4.4788,535.5829,4.4305,438.2571,12.6767,0,0,653.2809,98.5315
386.0749,3.0663,545.145,3.9955,535.6533,3.7248,438.2846,8.619,0,0,653.2825,67.3916
386.0944,1198.616,545.1656,4.4388,535.771,3.7902,438.2883,9.3784,0,0,653.284,14.4371
386.1129,36.3645,545.1812,6.314,535.8293,4.2316,438.2901,4.4812,0,0,653.2851,18.7273
386.1147,4.9396,545.1926,4.4543,535.8505,4.218,438.298,3.8346,0,0,653.287,40.958
386.1441,3.5049,545.2418,14.6615,535.8943,3.9728,438.3054,78.6642,0,0,653.2883,13.3811
386.2087,3.3002,545.2439,28.588,535.8986,5.1253,438.3087,3.7519,0,0,653.2969,22.9231
386.2234,3.0312,545.2457,8.196,535.9237,3.5613,438.3194,3.2506,0,0,653.3583,4.9965
386.2258,3.2885,545.2692,5.5835,535.9371,8.6076,438.3357,3.8797,0,0,653.362,5.4266
386.2363,1591.7115,545.2744,4.4566,535.9606,5.327,438.3433,3.6416,0,0,653.3857,6.2972
386.2379,3.0877,545.3666,4.5724,535.9753,4.1444,438.3758,4.2431,0,0,653.4042,5.7727
386.3041,3.6569,545.4053,4.5991,536.0914,3.9046,438.4228,4.9875,0,0,653.4057,10.6189
386.3268,3.0975,545.4674,8.1381,536.128,9.5831,438.4562,5.3835,0,0,653.4897,7.4441
386.3367,3.2846,545.4843,54337.6055,536.1868,20.5068,438.4675,3.797,0,0,653.491,82.1783
386.4547,3.1384,545.493,60701.3086,536.2076,5.6839,438.5099,3.9524,0,0,653.4924,37.6783
386.5962,111.9591,545.506,3.8664,536.2109,5.3215,438.56,4.213,0,0,653.6571,5.2483
386.5986,4.1481,545.5073,10.657,536.2282,4.2452,438.6245,6.381,0,0,653.7841,5.486
386.7269,30.3918,545.509,1.9265,536.2471,5.1117,438.6297,4.0075,0,0,653.7996,5.9545
386.7287,3.3996,545.6051,4.1938,536.2503,4.1608,438.782,3.8972,0,0,653.8062,5.9755
386.7324,9.6725,545.6219,3.637,536.2963,4.3406,438.8309,4.1028,0,0,653.9329,5.5175
386.7335,294.7739,545.6457,4.1715,536.2978,16.624,438.866,5.3358,0,0,653.9467,4.8986
386.7789,3.0487,545.7824,5.2873,536.299,44.3461,438.8767,4.1103,0,0,654.1289,6.0385
386.8342,3.1949,545.8739,7.9733,536.327,5.4414,438.9127,10.4085,0,0,654.1807,5.5524
386.8475,3.2105,545.9406,3.8998,536.3712,4.346,438.914,3.787,0,0,654.2003,4.7308
386.8594,3.1111,545.9847,4.5301,536.4657,5.0054,438.9291,4.1078,0,0,654.2104,6.1259
386.8692,8.4581,546.0645,3.9755,536.4756,14533.9805,438.9559,753.0301,0,0,654.2199,5.6154
386.8907,4.1988,546.2205,4.4655,536.5009,4.2371,438.9649,12.4436,0,0,654.2284,12.8497
386.8983,2123.6687,546.2476,4.2717,536.5494,4.2561,438.9666,51.8095,0,0,654.2834,6.4266
386.919,2.7778,546.2825,5.0134,536.5966,4.0736,438.9848,3.7318,0,0,654.2847,6.3741
386.9341,3.7232,546.2836,10.7439,536.7291,4.6213,439.0848,112.4687,0,0,654.289,12.8846
386.9838,7.347,546.3585,4.265,536.7364,4.2888,439.086,4.5564,0,0,654.3037,5.2867
386.9854,9.7895,546.3856,3.7973,536.7846,5.6975,439.0931,3.5038,0,0,654.3061,6.0315
387.0032,1454.4834,546.4189,4.2183,536.8389,5.4223,439.0945,20.6516,0,0,654.3652,5.3671
387.0099,3.6179,546.4761,4.2116,536.8412,4.812,439.1198,40.7018,0,0,654.4565,5.2273
387.0109,6.4815,546.4871,4856.0713,536.8444,3.7684,439.179,18.6491,0,0,654.4697,13.0035
387.03,4.3977,546.489,8.2094,536.8943,4.673,439.1959,4.8446,0,0,654.4939,22.2972
387.0315,3.3743,546.4904,11.3697,536.9622,8.9537,439.2171,3.8271,0,0,654.4955,18.6399
387.0327,3.269,546.4965,26322.0332,537.0205,5.1689,439.2251,4.0752,0,0,654.7798,6.7238
387.0388,3.6335,546.6077,4.4722,537.1096,3.8638,439.2412,3.5789,0,0,654.7918,5.2657
387.0569,2.9688,546.6402,4.0223,537.1525,4.4033,439.2426,9757.7646,0,0,654.8539,6.1189
387.0923,14.3879,546.7473,4.2071,537.1935,5.2153,439.248,1.8145,0,0,654.8953,4.8706
387.0974,18.1462,546.8579,4.1782,537.1951,35.2044,439.2501,27.8221,0,0,654.939,5.2832
387.1139,74.7505,547.0732,3.7795,537.1966,15.6294,439.252,1463.0226,0,0,654.9547,6.4825
387.1157,15.8986,547.0766,3.8352,537.2086,5.0654,439.2543,0.6942,0,0,655.1379,5.2378
387.1169,5.6823,547.178,3.6214,537.2102,9.4496,439.256,0.802,0,0,655.195,5.6084
387.1514,7.9883,547.1949,13.9065,537.2115,31.7766,439.261,3728.2305,0,0,655.199,17.1364
387.1563,3.308,547.3618,3.706,537.2134,4.7575,439.2688,12.3709,0,0,655.2632,5.6049
387.1892,3.8148,547.4738,4.1604,537.2161,19.8665,439.308,4.1278,0,0,655.2755,21.0734
387.2048,3.4971,547.4881,4.1982,537.2321,9.0327,439.3101,3.6992,0,0,655.2769,48.6329
387.224,2.9298,547.4893,44.6058,537.2331,47.0027,439.3275,3.4436,0,0,655.2783,13.0629
387.2301,4071.7876,547.4913,4.1381,537.2347,13.7956,439.3429,3.5539,0,0,655.281,5.1678
387.2383,14.0819,547.4992,1444.5768,537.3033,4.1744,439.3789,4.4687,0,0,655.2925,5.6259
387.2394,46.1267,547.5002,2050.3252,537.3044,4.4033,439.4083,3.9774,0,0,655.2939,158.4301
387.2413,7.4659,547.597,3.9955,537.3063,4.7084,439.4771,4.2982,0,0,655.2953,536.8392
387.2744,9.0955,547.7068,3.7439,537.3187,8.3161,439.5064,4.2982,0,0,655.2966,86.049
387.2889,3.269,547.7567,3.8575,537.3414,19.5967,439.5711,3.4962,0,0,655.3107,5.8741
387.3023,3.6589,547.7645,4.4655,537.3431,42.6676,439.6681,4.193,0,0,655.3285,5.8566
387.3253,3.2612,547.7735,4.1715,537.3441,11.7166,439.7063,3.7845,0,0,655.3404,5.5594
387.4588,3.3782,547.8888,3.5479,537.3607,4.0054,439.7393,4.386,0,0,655.3617,7.6014
387.4857,5.1637,547.9084,4.0223,537.3801,4.7275,439.8495,4.0025,0,0,655.3765,7017.0562
387.519,4.6374,547.9147,3.7617,537.3917,4.1526,439.8584,5.1153,0,0,655.3784,17.5455
387.5836,3.271,547.9771,3.539,537.429,19.1662,439.8768,4.1003,0,0,655.421,5489.3184
387.5946,3.3021,548.0365,3.6526,537.4306,135.4469,439.9155,4.9198,0,0,655.4232,7.9091
387.7282,8077.0996,548.1348,5.0245,537.4656,4.2834,439.9382,8.1855,0,0,655.4453,7.3671
387.7357,3.9747,548.1827,3.7595,537.4701,5.0054,439.9506,4.1103,0,0,655.458,5.028
387.79,3.0643,548.1915,3.8953,537.4786,686.425,439.9558,4.0652,0,0,655.4704,13.1119
387.8342,3.694,548.2178,7.3898,537.4813,16.0381,439.9578,9.5739,0,0,655.4719,64.6888
387.8435,3.4405,548.2708,4.6771,537.4879,22828.457,439.959,13.8396,0,0,655.4732,59.3706
387.8661,3.0292,548.3408,3.6325,537.5099,3.9973,439.9691,4.5865,0,0,655.4746,6.993
387.8979,3.3977,548.4366,3.9131,537.7964,4.4087,439.9939,4.2406,0,0,655.4768,8.0769
387.9018,25.809,548.4777,4.5635,537.8929,4.2752,439.9962,3.6767,0,0,655.493,1615.8881
387.9138,4.2164,548.5024,42.5724,537.9001,4.2698,440.0023,84.5414,0,0,655.4941,1548.0735
387.9262,6.8616,548.5042,24.0535,537.912,4.1499,440.0033,62.9073,0,0,655.4952,246.9895
387.9585,3.6316,548.5497,3.9733,537.9222,4.8256,440.0652,4.2632,0,0,655.5062,9.1503
387.9803,21.5828,548.644,3.5479,538.095,4.5749,440.0849,4.1328,0,0,655.7456,8.0804
387.9816,7.8285,548.7386,4.7706,538.1264,4.1444,440.097,3.9323,0,0,655.7959,5.8252
387.998,15.4834,548.7795,3.8085,538.1942,4.8174,440.1233,7.8045,0,0,655.8146,5.5245
388.0002,5.5906,548.8569,4.8575,538.2377,4.4251,440.1352,4.584,0,0,655.8497,5.049
388.0049,3.2417,548.8694,4.147,538.3204,4.1035,440.1669,3.8145,0,0,655.8799,4.986
388.0074,13.4737,548.8953,3.7171,538.322,4.3624,440.1824,3.9323,0,0,655.8999,5.3217
388.0146,3.0409,548.9194,4.2517,538.3353,4.1526,440.2333,5.6441,0,0,655.9854,5.0175
388.0374,3.1404,548.9656,4.049,538.3439,4.5204,440.246,1695.015,0,0,656.0002,7.7378
388.0535,3.078,548.9976,3.4543,538.3454,9.2507,440.2474,16.9123,0,0,656.0189,5.6678
388.1356,4.46,549.13,3.7082,538.3884,3.9809,440.2526,4.0977,0,0,656.1065,5.2832
388.1614,4.3411,549.171,4.098,538.4315,4.0245,440.2556,787.5614,0,0,656.2156,8.4021
388.2144,3.4912,549.1754,5.0245,538.4343,17.9591,440.2624,3.4837,0,0,656.2432,14.0245
388.2324,43.653,549.2199,4.0846,538.4811,9.5204,440.2643,718.8747,0,0,656.2444,25.6294
388.2334,190.4191,549.2313,5.3608,538.4913,7638.1118,440.3322,3.9699,0,0,656.256,5.2657
388.2348,3.7953,549.2481,4.4365,538.5011,4.2316,440.3435,3.3484,0,0,656.2782,6.5524
388.243,3.2924,549.2949,3.7105,538.7102,4.2234,440.3456,4.0501,0,0,656.2804,19.2448
388.2458,3.4113,549.3773,4.3563,538.8273,4.4605,440.4222,4.193,0,0,656.294,5.2098
388.252,1099.4834,549.3939,3.6793,538.8733,4.3515,440.4364,4.4386,0,0,656.2961,5.0804
388.2667,3.2573,549.4278,9.8931,539.0241,4.5123,440.4375,3.787,0,0,656.298,34.3776
388.2784,3.2924,549.4292,4.2094,539.1374,86.7275,440.5087,4.1153,0,0,656.3,5.2133
388.2919,2.963,549.4857,4.5724,539.1446,5.1253,440.8069,4.1253,0,0,656.3421,5.4895
388.3273,3.0604,549.4874,46.441,539.1459,4.4305,440.8091,4.0075,0,0,656.3787,203.7727
388.3838,3.193,549.4888,30.7127,539.2025,12.4823,440.8332,4.0426,0,0,656.3801,1674.9685
388.4273,2.8226,549.5163,3.8174,539.2041,35.6758,440.8992,4.0476,0,0,656.3826,7.465
388.4391,3.5049,549.5835,3.2227,539.2107,24.3134,440.9046,3.8095,0,0,656.4236,495.3531
388.6687,2.6199,549.5989,4.1604,539.2119,77.0708,440.9092,4.218,0,0,656.4248,831.4056
388.7317,8.4289,549.6642,4.3563,539.214,10.5368,440.9103,3.9975,0,0,656.4477,5.1329
388.7478,3.1813,549.707,3.7684,539.2156,5.3161,440.9168,4.396,0,0,656.4757,12.4091
388.8242,3.1774,549.8251,4.5145,539.2493,5.9728,440.9299,4.2281,0,0,656.4954,54.6364
388.8284,4.0273,549.828,3.7996,539.3239,4.2425,440.9509,4.2331,0,0,656.4969,791.2762
388.8532,2.9727,549.8967,4.314,539.3464,4.1826,440.953,64.0476,0,0,656.4985,96.2448
388.8543,4.6959,549.9408,3.784,539.3508,4.8392,440.9548,4.4912,0,0,656.573,6.8741
388.8943,26.3977,549.9624,3.4588,539.3568,4.9619,440.963,16.8095,0,0,656.575,6.1958
388.8956,166.6803,550.0082,4.3586,539.358,13.6676,440.9647,7.7419,0,0,656.6595,6.0944
388.9033,2.8674,550.2104,4.0535,539.4016,4.2398,440.9958,3.7193,0,0,656.6614,5.6399
388.9211,3.8265,550.2147,4.2673,539.4294,4.3733,441.0046,3.817,0,0,656.7527,5.7483
388.9258,3.9045,550.2898,4.2227,539.4312,4.2779,441.0157,4.0702,0,0,656.7732,5.1643
