Unlabel_01,Intensity,Unlabel_02,Intensity,Unlabel_03,Intensity,Glc_Label_01,Intensity,Glc_Label_02,Intensity,Glc_Label_03,Intensity
104.6595,5.0097,108.8203,3.1537,124.0038,6.2398,117.9049,3.3509,402.2305,70.5778,152.021,5.7762
104.6622,3.0663,108.8338,3.4633,124.0052,39.049,117.9147,3.8346,402.2643,17.7,152.0226,177.3811
104.6799,2.9181,108.8407,5.6637,124.0069,1174195.875,117.9231,3.7644,402.2766,24.9778,152.0289,3676.895
104.6815,2.6998,108.8423,3.2628,124.0082,11.7847,117.9251,3.7769,402.285,89.0444,152.0348,6488.3042
104.6827,2.8304,108.8476,3.7528,124.04,7.7902,117.9283,34.797,402.2863,17.0556,152.0362,4.3042
104.6964,2.4659,108.8594,3.6637,124.0442,26.6022,117.9293,3.386,402.2934,268.0889,152.0428,37.9301
104.714,2.6667,108.8654,6.5457,124.0487,3.9128,117.9311,24849.3359,402.8391,15.8111,152.0462,4.9476
104.731,2.6647,108.8678,5.9354,124.1607,3.7548,117.9322,7.2632,402.9105,405.8111,152.12,5.3322
104.7441,2.924,108.8702,2.9688,124.3199,4.4741,117.9355,5.5013,402.9578,15.4778,152.1418,4.3741
104.748,3.1715,108.881,2.6659,124.3732,4.7193,117.9374,81681.9297,402.9978,1208.5111,152.1866,5.1434
104.7631,2.4932,108.8842,6.2717,124.4094,4.3106,117.9748,3.3534,403.0064,55.8889,152.2025,4.7657
104.7659,5.3392,108.8878,3.5234,124.4966,4.1172,117.9809,4.0576,403.0085,44.8111,152.2331,5.2587
104.7736,2.9337,108.8915,4.2673,124.5203,3.9946,117.984,3.2356,403.0096,18.3444,152.3219,5.7972
104.7748,2.7251,108.8966,2.4989,124.5366,4.3243,118.0043,8744.7598,403.0585,16.6778,152.3914,5.1014
104.7772,2.4191,108.9004,3.5501,124.5534,4.1308,118.0223,99235.2656,403.1093,16.8,152.4693,5.0594
104.7796,6.0156,108.9016,6932.6323,124.6727,3.6567,118.0233,153.8221,403.1737,17.1,152.4848,4.4615
104.7949,2.7349,108.9052,3.0156,124.6879,4.3597,118.0252,7.9975,403.1754,1331.6777,152.4955,4.8881
104.8087,2.7446,108.9219,2.7996,124.7032,4.8965,118.0294,24.9925,403.2342,18.7222,152.5019,4.3357
104.8208,2.6004,108.9429,3.0668,124.7546,3.9074,118.0406,101.7343,403.2849,16.7,152.5725,4.5734
104.8289,2.5361,108.9457,4.1269,124.7636,3.861,118.0506,20885.1035,403.5318,16.9333,152.6143,4.2692
104.838,4.0624,108.9505,3.8174,124.8181,4.0381,118.0521,4.0526,403.5547,22.4111,152.6179,4.9545
104.8454,2.2593,108.9537,3.5635,124.844,4.1199,118.0587,747.1253,403.6607,837.6778,152.6389,4.7692
104.8521,2.5712,108.9613,3.4878,124.8748,4.2316,118.1653,3.3885,403.6618,64.9444,152.6883,4.3601
104.8535,3.6511,108.9743,4.1982,124.8986,37.9945,118.1775,3.2055,403.7327,18.3889,152.6937,5.9406
104.8559,3.2729,108.9807,3.3185,124.905,478.6076,118.18,4.01,403.7631,26.8667,152.7076,15.7902
104.8592,2.694,108.9875,7,124.9712,4.9537,118.2653,3.6667,404.0128,66.4556,152.746,4.8042
104.8648,3.0721,108.9888,3.3719,124.9821,5.0354,118.2988,3.5815,404.0166,17.1778,152.7499,4.4476
104.8701,3.5789,108.9926,9.0935,124.9876,4.1335,118.3073,4.406,404.0359,17.8111,152.7939,4.8671
104.8795,2.8324,108.9942,2.9889,124.9909,4635.7437,118.3092,3.6341,404.0528,81.1444,152.8509,75.2273
104.8895,6.3099,108.9958,2.7884,125.0007,1056.9427,118.314,3.2506,404.055,17.2111,152.8591,4.3951
104.9038,5.5634,108.998,3.2049,125.004,2146.9019,118.3525,3.8922,404.1712,24.9222,152.8958,4.6608
104.9065,3.1326,109.0012,3.2517,125.0063,7288.3735,118.3751,3.2932,404.1779,42.0667,152.9011,21982.7266
104.9124,2.8694,109.0034,6.8174,125.0103,22537.6602,118.4166,3.3609,404.2131,16.4667,152.9186,26.8322
104.9196,2.8051,109.0045,2.853,125.0113,36.6049,118.4221,3.3083,404.456,16.3556,152.9387,370.007
104.9243,2.5322,109.0155,5.3675,125.0132,82.0545,118.4488,3.6391,404.8254,15.9111,152.9626,4.5559
104.9256,2.5029,109.0174,2.8463,125.0146,4.2698,118.4538,3.9449,404.9073,19.2556,152.9776,1254.0559
104.9273,9.0351,109.0185,3.5323,125.0175,9.3297,118.5051,3.3258,404.9543,22.7667,152.9857,21.7902
104.9334,2.7427,109.0215,6.2517,125.024,22.4496,118.5094,3.3584,404.9945,161.0333,152.9954,566.2762
104.9486,2.7466,109.0385,3.4699,125.0352,76.1635,118.5491,3.7393,404.9956,260.7889,153.005,6.549
104.9536,460.9084,109.0404,16.5991,125.0412,3.9183,118.5594,3.9323,405.0052,482.4222,153.0163,18.5455
104.9558,2.9064,109.0455,3.343,125.0604,16.9292,118.562,4.3634,405.0062,82.2889,153.0187,10.4336
104.9578,2.5809,109.0471,3.0668,125.0804,4.0681,118.5633,3.2682,405.0195,132.4556,153.0221,4.7587
104.9609,2.5848,109.0552,3.1336,125.0889,4.2234,118.6013,3.5865,405.0724,24.3,153.0299,31.9545
104.9649,3.1111,109.0583,3.1336,125.0968,46.4223,118.6213,3.6717,405.1191,15.4111,153.0319,10.1119
104.9676,2.9493,109.0703,2.7394,125.2848,3.9428,118.6613,3.2256,405.1269,18.1889,153.036,4.8112
104.9707,2.4405,109.0724,3.1915,125.3194,4.5858,118.6638,3.0627,405.1337,19.4778,153.0382,20.8566
104.9799,2.6023,109.0811,2.7951,125.3554,4.3569,118.6723,3.4185,405.3352,36.7333,153.0531,4.8741
104.986,2.5906,109.1012,4.4677,125.3766,4.5504,118.7177,3.5614,405.3365,834.2111,153.0552,349.3217
104.9896,2.885,109.1097,3.2027,125.3971,4.4251,118.7337,3.5313,405.4721,23.2222,153.0917,20.3322
104.9939,3.1774,109.1271,3.0935,125.4206,3.6076,118.7401,7.7343,405.6584,218.5222,153.135,5.0734
104.9957,2.5945,109.1298,2.7171,125.4356,3.9482,118.7656,3.4185,405.8049,23.8667,153.2054,4.7902
104.9967,2.848,109.133,3.098,125.4859,4.1662,118.7817,3.5664,405.9905,16.6667,153.2238,4.6678
105.0021,5.8869,109.1343,6.5702,125.6407,3.5259,118.7943,4.1103,405.9994,15.5556,153.2393,4.7413
105.0166,2.6082,109.1403,5.9243,125.6496,4.8719,118.8036,3.2356,406.0127,15.4778,153.4043,8.9406
105.019,960.616,109.1578,2.9176,125.7088,4.1444,118.8344,3.7068,406.0181,186.1889,153.4067,4.8601
105.0261,3.2281,109.1676,3.0668,125.7127,3.9864,118.841,3.391,406.0246,19.8778,153.54,4.6049
105.0345,6.0507,109.1692,3.0512,125.7509,4.1362,118.846,3.2105,406.0837,17.2,153.542,4.7832
105.0483,2.6043,109.1867,6.0245,125.8185,4.2616,118.8632,3.614,406.1271,20.7556,153.64,5.0385
105.0526,2.6199,109.1898,2.9644,125.861,4.4196,118.8741,3.4035,406.1429,15.6667,153.7118,4.7238
105.0565,2.5828,109.2038,3.5702,125.8987,57104.6094,118.8927,4.0125,406.172,17.7,153.7305,5.4371
105.0587,3.5205,109.2066,6.9644,125.8998,84581.9609,118.8958,3.5363,406.34,66.9444,153.7388,5.9301
105.0632,4.9181,109.2158,2.9955,125.9008,75.3379,118.9029,6.6792,406.5915,15.9889,153.8127,6.2133
105.066,2.5926,109.2293,2.9265,125.9042,3.624,118.9105,3.6842,406.6837,17.3,153.8494,4.6713
105.0725,3.2027,109.2347,3.265,125.9764,4.0354,118.9303,413.8647,406.8256,21.6444,153.8999,104.9406
105.0748,2.8207,109.2385,3.5011,126.0017,45.6294,118.9344,13.5564,406.936,43.2111,153.9021,628.5664
105.0768,3.2281,109.2472,5.5033,126.0027,48715.75,118.9402,72.3935,406.9373,22.6778,153.9043,15.2133
105.09,2.7018,109.2483,2.6036,126.0039,14.2507,118.9416,2800.1929,406.9482,294.5222,153.9343,4.4545
105.0975,2.5322,109.2498,2.7929,126.0099,4.6703,118.9512,23.2206,406.9921,71.1222,153.9605,4.6224
105.1111,2.3762,109.2537,3.0535,126.0112,4838.646,118.9658,4.8521,407.0026,317.7778,153.9809,10.3497
105.1144,5.193,109.2575,2.7706,126.0192,22.9728,118.9919,7.1203,407.0173,17.1222,153.9873,5.5559
105.1272,3.0897,109.2604,6.4543,126.0304,4.6894,119.001,3.396,407.0221,21.6,153.9966,4.4895
105.1406,2.5185,109.2623,4.0824,126.0558,4.0191,119.0077,11.1579,407.0905,16.3,154.0057,4.7133
105.1589,2.6725,109.2645,6.1715,126.0739,4.4741,119.0164,3.4586,407.132,23.5778,154.014,4.9126
105.1605,4.425,109.2721,2.6726,126.0858,4.0054,119.0207,3.2506,407.2197,642.6556,154.0269,5.7692
105.1678,2.6959,109.2748,3.2316,126.1088,4.2698,119.0231,2461.4912,407.2629,23.1333,154.0444,5.2343
105.176,2.7135,109.2902,3.9465,126.2195,3.7357,119.0256,41849.8359,407.2641,25.3556,154.0506,15.049
105.1784,3.6803,109.2921,2.9844,126.2585,4.0327,119.0315,3.8622,407.3157,171.9111,154.055,4.6853
105.1971,2.6004,109.2981,2.8508,126.3356,4.1335,119.0328,40.2005,407.5835,19.7556,154.0585,7.507
105.2102,3.0487,109.3067,3.2472,126.4842,4.1907,119.0345,12266.5742,407.6363,16.5556,154.0604,15.1853
105.2118,2.7057,109.3122,6.5635,126.5662,4.6185,119.0481,20.3935,407.6566,17.7222,154.0617,41540.2148
105.2188,2.6043,109.3208,2.7706,126.5925,3.7847,119.0497,167.4762,407.8042,21.8111,154.063,1.4021
105.2221,2.4542,109.3338,2.8753,126.6369,4.0899,119.0539,80.9398,407.8224,17.9778,154.0682,4.2972
105.2269,2.6082,109.3436,3.1693,126.6472,4.4823,119.065,3.416,407.9527,16.0111,154.0866,7.458
105.2323,3.0897,109.3458,2.8374,126.6531,4.5804,119.1168,7.6617,407.976,18.5889,154.0895,5.0035
105.2341,2.6647,109.3479,3.3474,126.6551,4.2289,119.1233,3.985,408.1411,16.8778,154.0947,4.5909
105.2378,2.7388,109.3507,3.1715,126.6739,4.2398,119.1304,3.8872,408.2224,20.1889,154.1493,9.014
105.244,2.5322,109.3523,2.9399,126.6836,4.4578,119.1735,3.6216,408.5461,16.7778,154.1828,4.458
105.2464,4.271,109.3561,2.8731,126.7235,4.0845,119.1748,3.6266,408.6341,17.4889,154.1854,11.7343
105.2529,3.0156,109.3588,2.8018,126.7722,4.3488,119.2019,4.7694,408.9057,16.3556,154.2016,4.458
105.2579,2.3489,109.3734,2.6904,126.7958,3.8501,119.2203,3.6115,408.9234,21.7222,154.2184,5.0944
105.2656,2.577,109.3818,6.1871,126.8114,4.1335,119.2229,3.0627,408.9383,188.1778,154.2644,4.0455
105.2772,2.3119,109.3864,3.098,126.883,3.8338,119.2396,3.3083,408.9441,18.9556,154.3077,4.7657
105.2901,2.922,109.3902,2.6013,126.8956,4.0518,119.2593,3.2607,408.9458,236.7444,154.3449,4.993
105.2984,2.6472,109.3917,6.8374,126.8969,8.267,119.3127,3.6065,408.9704,20.4667,154.4001,4.7098
105.306,5.2593,109.3951,3.4365,126.9021,10.0572,119.3292,3.2707,408.9993,28.6333,154.5499,5.2098
105.3107,2.6901,109.3977,6.343,126.9032,61.079,119.345,4.9724,409.1188,23.2333,154.6046,4.6469
105.3118,2.9259,109.4002,9.0401,126.9046,21.0082,119.393,3.5514,409.1461,16.4,154.7664,4.3671
105.3158,2.9357,109.404,3.6347,126.9214,3.9428,119.4455,3.3008,409.2352,581.4889,154.7734,4.979
105.3188,6.3431,109.4103,2.9621,126.9355,69.4823,119.4467,3.5865,409.2948,17.6889,154.8489,54.5699
105.3201,5.9045,109.4114,3.6592,126.946,7.9101,119.503,3.2957,409.2958,17.5222,154.8604,5.3042
105.324,2.5185,109.4142,2.8641,126.9868,6.3896,119.5328,3.7093,409.9232,32.0778,154.8805,4.3671
105.3277,2.8558,109.4228,3.4031,126.9951,8.3542,119.5415,3.6216,409.9409,17.9222,154.8982,3243.7483
105.345,3,109.4288,2.8508,126.9977,115.2398,119.5638,3.2657,410.0029,17.2667,154.8999,8700.6816
105.35,2.4815,109.434,7.3007,127.0008,117.7847,119.5668,3.4085,410.2359,77.6222,154.9016,4.2063
105.3519,3.1735,109.4429,3.1782,127.0033,13.0763,119.6444,3.4687,410.237,168.5556,154.915,5.0874
105.3587,2.7329,109.4483,2.5813,127.0061,93.3706,119.6593,4.0827,410.4709,17.3667,154.9182,253.1119
105.3659,2.6452,109.4565,3.1403,127.0163,42.3733,119.6648,4.1028,410.5833,14.3556,154.9278,1098.6328
105.368,6.2222,109.4641,3.2071,127.0396,214.5422,119.6953,3.3784,410.7338,22.9889,154.9358,21.6154
105.3741,4.1735,109.4662,3.686,127.0437,3.9891,119.7773,3.5614,410.9028,22.9,154.9418,132.028
105.3821,2.7992,109.4674,2.7283,127.0509,6003.6104,119.8173,3.584,410.9098,17.8222,154.947,4.979
105.3902,2.4113,109.4701,2.735,127.0743,4.1907,119.837,2.9925,410.9196,16.2222,154.9747,10.5594
105.3927,2.6199,109.475,10.3653,127.076,4.5095,119.8538,3.3459,410.9352,1485.3667,154.99,11.0839
105.4159,2.8031,109.4787,2.6036,127.2555,4.6894,119.9256,7.3759,410.942,23.7889,154.9925,5.5245
105.4186,2.8616,109.4836,3.8218,127.412,4.1444,119.9466,8069.1528,410.9434,19.9556,154.9955,6.1119
105.4429,2.7739,109.4901,2.8976,127.4599,4.3569,119.9639,3.8296,411.0521,16.7222,155.0264,45.1119
105.4724,3.3782,109.4912,3.2004,127.4982,4.4196,119.9846,3.3358,411.074,1779.2111,155.032,14.0664
105.5,2.4639,109.4977,2.9555,127.5159,4.2752,120.002,3.4511,411.0817,17.5333,155.0344,9.521
105.5021,2.7446,109.4994,4.2316,127.5415,3.8038,120.0083,3.005,411.1127,6306.2002,155.0443,4.6678
105.5045,2.9805,109.5015,3.6837,127.5623,3.9564,120.0101,3.4637,411.1571,77680.3672,155.0457,381.9266
105.5071,2.729,109.5032,2.7149,127.5882,5.3134,120.012,228.3333,411.1675,19.1111,155.0587,21.3147
105.519,5.2281,109.5075,3.4454,127.6808,3.7875,120.0199,5.0075,411.1912,16.2444,155.065,1086.1609
105.5246,2.4347,109.5163,3.1559,127.6861,4.7439,120.0265,74.1629,411.2298,53.8,155.0708,151.5385
105.5308,3.4717,109.5173,2.9889,127.8326,3.9864,120.0289,10854.0352,411.2403,39.3111,155.0738,4.986
105.5355,4.269,109.5186,6.1024,127.8347,4.1553,120.0313,3.5439,411.2655,17.9333,155.1073,1105.7552
105.5375,3.0624,109.52,3.0423,127.8969,27156.2949,120.038,55.4962,411.2668,17.4556,155.1438,5.0035
105.5438,3.2144,109.5269,6.6659,127.9639,3.7602,120.0563,11.4361,411.3091,18.5444,155.2163,5.5315
105.545,2.7914,109.5371,8.2249,128.0022,4.6948,120.0837,3.3033,411.8166,16.2333,155.2559,4.3881
105.5529,3.4639,109.5406,2.686,128.0338,8.6839,120.0869,3.4862,411.9377,22.6333,155.3298,5.3427
105.5612,2.614,109.5505,3.6793,128.0349,22824.1602,120.1093,3.3609,412.115,16.2778,155.3696,6.6119
105.5782,4.9786,109.5527,3.8842,128.1067,3.9782,120.1344,3.7594,412.1162,322.2444,155.4227,5.035
105.5907,2.5712,109.5538,3.3096,128.1153,4.0109,120.1562,3.7845,412.1172,18.5333,155.5338,4.9196
105.5974,3.9415,109.5549,3.1002,128.1953,3.951,120.2335,4.015,412.1605,16407.1113,155.5394,9.6608
105.6018,2.655,109.5586,3.2472,128.3038,4.545,120.25,3.6316,412.41,16.5333,155.5588,5.4825
105.6156,2.3509,109.5602,3.539,128.3068,3.8747,120.2569,3.6441,412.7975,16.5556,155.5701,4.4895
105.6212,6.8363,109.5689,2.4855,128.3785,4.0327,120.34,3.3584,412.8469,16.3778,155.602,5.2378
105.6285,3.193,109.5701,2.6659,128.3802,3.9673,120.3549,3.3659,412.8809,21.4667,155.6265,4.7308
105.631,2.6842,109.5788,9.6281,128.4251,4.7875,120.3871,4.3183,412.9322,1407.0333,155.6562,9.1294
105.6357,5.1637,109.5905,6.7973,128.7156,4.0845,120.4298,7.3008,412.9648,481.0333,155.6665,6.3252
105.6378,3.5809,109.5918,7.343,128.7248,3.8556,120.4878,3.5815,412.9659,131.4889,155.6784,9.2378
105.6414,3.1365,109.6043,3.0557,128.8891,4.1253,120.513,3.5263,413.1098,2834.7666,155.8205,4.6119
105.643,5.039,109.6098,2.735,128.9325,7.1553,120.5749,3.589,413.1543,23682.9004,155.8285,9.2622
105.6513,2.5731,109.6109,2.7973,128.9466,4.7984,120.5763,3.0952,413.1621,298.7333,155.8309,5.2483
105.6554,2.9591,109.6141,3.2695,128.9592,4.6839,120.5958,4.0902,413.1632,227.4889,155.8917,4.5839
105.6564,5.3138,109.6158,6.6481,128.9802,10.1798,120.6065,3.2857,413.1645,108.1556,155.8992,19.0944
105.6613,2.768,109.6179,2.7684,128.9982,4.406,120.6361,3.3784,413.2014,19.2889,155.926,4.8671
105.6662,2.462,109.6271,6.784,129.0133,4.1962,120.6441,3.7669,413.2211,17.3444,155.9393,4.6399
105.6754,2.6647,109.6359,3.2316,129.0165,6317.1279,120.646,3.2256,413.2456,11866.9668,155.9685,9.7098
105.6907,2.6686,109.6462,3.1581,129.0189,6599.1255,120.6759,3.99,413.2533,59.9333,155.9755,4.9091
105.6964,2.9162,109.6566,3.069,129.0301,4.0899,120.7316,3.4436,413.2791,16.5111,156.0048,9.4056
105.6975,2.8148,109.6606,6.8998,129.0383,162.218,120.746,3.6767,413.2897,207.7667,156.0312,4.972
105.7337,2.3255,109.662,2.8396,129.0553,11262.1934,120.7498,3.802,413.2912,39.2222,156.0659,24.8706
105.7361,2.501,109.6642,2.7795,129.0917,915.9183,120.7737,3.8747,413.3238,19.1333,156.0965,4.3951
105.7382,2.655,109.6658,2.9755,129.1155,4.8147,120.8001,3.584,413.3907,18.4444,156.1048,4.972
105.7499,5.386,109.6768,3.2116,129.1221,5.5559,120.8763,3.7168,413.9348,38.5222,156.1105,5.6538
105.7549,3.1481,109.6794,2.7617,129.1844,4.6975,120.9226,1911.6566,413.9358,19.5111,156.1196,4.5105
105.7573,2.8616,109.6985,4.029,129.2491,4.624,120.9274,23.5439,414.0417,168.6667,156.1725,4.4895
105.76,2.2573,109.7001,3.1938,129.3633,3.8202,120.9287,3.787,414.0471,1735.7556,156.1781,3.9301
105.7624,2.9454,109.704,3.6013,129.4312,4.4496,120.9375,4.213,414.1127,114.4444,156.3476,4.3741
105.7795,5.1501,109.7072,3.2829,129.6073,4.139,120.9388,24.9799,414.1576,4319.5776,156.3907,4.9965
105.7868,2.8967,109.7116,2.6771,129.6955,4.139,120.9527,3.5238,414.1907,18.2111,156.4332,4.5804
105.7896,2.538,109.7165,3.9488,129.7243,3.9237,120.9848,4.0852,414.2489,1596.1666,156.4518,4.9266
105.7976,2.8908,109.7263,3.0869,129.9018,7.6294,120.9987,3.2231,414.2499,148.7111,156.5402,4.3287
105.8104,2.6608,109.7285,2.735,129.9381,5.267,121,3.208,414.4307,18.9444,156.6051,5.2762
105.8317,2.8674,109.7415,2.7728,129.944,3.7738,121.017,3.3183,414.5797,16.8556,156.6689,6.1154
105.8351,2.9435,109.7437,6.8396,129.9672,3.9455,121.0196,2.9198,414.7271,14.9889,156.676,4.6049
105.8424,2.2885,109.7508,2.6214,129.9753,2805.0872,121.0291,28984.1699,414.7289,16.5111,156.7351,4.4266
105.8471,3.7953,109.7612,2.9109,129.9897,4.9074,121.0323,261.5439,414.9289,305.7444,156.7533,4.6329
105.8568,3.1092,109.7661,2.7884,129.9972,4.0981,121.046,3.3033,414.93,172.7556,156.7609,4.1503
105.8601,9.1832,109.7727,2.9599,130.0199,4.4578,121.0494,3.2682,414.9663,14.8444,156.7679,5.5245
105.8729,2.6335,109.7738,5.7194,130.0505,784.2888,121.0633,3.4135,415.0154,41.6333,156.7708,4.6713
105.8797,2.2729,109.7748,3.4699,130.0585,46.8365,121.0771,3.1228,415.0166,940.9889,156.8017,4.3182
105.8935,3.3587,109.7781,3.0869,130.0617,664.0981,121.0794,3.7393,415.035,37.1333,156.8217,4.4476
105.9014,2.4405,109.7792,5.6503,130.0744,4.3515,121.1044,3.4185,415.0399,35.8778,156.8458,15.3846
105.9036,2.4893,109.7808,2.9955,130.0858,3.3815,121.1194,3.8296,415.0504,93.7556,156.865,4.5909
105.9059,3.5419,109.782,3.0178,130.0869,12197.7031,121.1284,3.6967,415.0756,17.6778,156.8908,4.4825
105.9137,3.2593,109.7841,2.9889,130.0881,4.0191,121.1781,3.8822,415.1067,37.4222,156.8923,4.6503
105.9151,2.8363,109.7901,2.6102,130.095,4.4441,121.2422,4.2105,415.1588,19.5778,156.8968,1444.3601
105.9252,2.4152,109.7912,3.2138,130.1771,4.1226,121.2794,3.9449,415.2427,2147.0222,156.9002,24.0175
105.9283,2.8031,109.8098,2.8352,130.2139,3.8856,121.3022,3.1855,415.2519,19.1778,156.9069,5.4301
105.9356,282.1033,109.8157,2.6904,130.2295,5.327,121.3048,3.7393,415.2538,19.8111,156.9151,9.9441
105.951,3.577,109.8168,3.4633,130.2521,4.3052,121.3074,3.609,415.2601,80.9444,156.9246,68.1818
105.9526,3.2378,109.8206,2.5479,130.2728,4.1798,121.4087,3.7343,415.2612,4097.5225,156.9261,5.8636
105.9551,2.8031,109.8294,4.0156,130.2922,4.2371,121.4262,5.4637,415.3053,20.6111,156.9279,5.1014
105.9603,5.3665,109.8321,2.7439,130.3098,3.9292,121.4468,3.9574,415.3224,17.7444,156.9387,4.2203
105.9848,5.6491,109.8354,2.7305,130.5656,4.0872,121.5357,3.2907,415.527,15.8667,156.9401,31.2832
105.9893,2.5867,109.8556,3.971,130.5705,3.9455,121.5401,3.0727,415.5793,21.2889,156.9546,20.1259
105.9906,5.0058,109.8572,3.0445,130.5769,3.7657,121.5534,3.5363,415.8946,19.9778,156.9976,4.5245
105.9972,2.6686,109.8638,3.4321,130.7646,3.8529,121.5783,3.8697,415.9319,19.2444,157.0112,10070.6992
106.0013,4.8869,109.866,3.0423,130.9296,92.5014,121.6247,3.2055,415.9691,16.1778,157.0132,10.0629
106.0042,2.8441,109.8681,3.2739,130.9307,379248.25,121.6261,3.6366,416.0215,17.0111,157.0217,4.8007
106.0114,3.846,109.8753,2.9978,130.932,66.891,121.6516,3.8722,416.0658,18.2889,157.0232,11.7308
106.0152,2.8558,109.8847,5.6815,130.9482,4.0054,121.6781,3.2406,416.1405,61.6444,157.0361,488.0594
106.0395,3.501,109.8883,2.8463,130.974,3.9564,121.701,3.3684,416.2455,191.8778,157.05,124.7657
106.0407,17.9669,109.896,3.4365,131.0138,3.9019,121.7149,3.4862,416.2646,3856.689,157.0583,4.4266
106.0431,3.2573,109.8982,3.4566,131.0332,8.2343,121.7742,3.9073,416.4371,16.4111,157.0848,5.3811
106.0457,2.6433,109.9015,2.8307,131.0345,10831.877,121.815,3.1303,416.8638,18.0889,157.0864,6818.3813
106.0515,2.499,109.9103,3.8174,131.0357,97.9918,121.8323,3.8471,416.8655,186.4889,157.1213,17.0804
106.0571,2.9084,109.9135,2.8307,131.0457,4024.1199,121.8553,3.4411,416.9267,39.5333,157.1228,16905.752
106.0633,5.7524,109.9178,2.7862,131.0615,3.8556,121.877,3.8371,416.952,126.5889,157.1243,4.8252
106.0725,2.8889,109.9189,3.4855,131.0672,4.0872,121.8948,3.4837,416.9585,18.8111,157.1509,5.2273
106.0897,2.6725,109.9212,10.3318,131.0709,1957.7711,121.9026,3.8747,416.9918,19.3111,157.1639,9.1294
106.1087,2.7193,109.9271,2.8374,131.0821,140.7411,121.9305,37.8697,417.012,17.5778,157.2117,4.5839
106.1127,3.152,109.9304,2.6993,131.0903,30.8583,121.9436,1178.4612,417.0136,2402.9443,157.2316,4.993
106.1207,2.8109,109.94,6.5212,131.1013,3.7575,121.9611,3.4311,417.0147,23.5444,157.2902,4.4895
106.1319,4.7271,109.9457,2.8864,131.1127,4.1499,121.9714,3.5915,417.0573,45.2889,157.3152,4.5874
106.1349,3.3665,109.9468,3.1514,131.1946,4.3597,121.9842,3.2055,417.1906,71.4444,157.3554,4.8776
106.1431,2.4639,109.961,3.4165,131.489,3.8665,121.9914,108.9198,417.2495,16.2111,157.4697,4.7483
106.1527,2.386,109.9657,6.1759,131.7815,3.8529,122.0232,3.5338,417.2577,178.7222,157.4812,5.8392
106.1546,2.6316,109.9687,3.0557,131.9018,7.485,122.0244,772.1253,417.2593,7.5556,157.4892,4.8951
106.1607,7.9805,109.9736,3.5947,131.9278,949.8283,122.0325,708.5639,417.2638,11965.7773,157.5013,4.8811
106.1632,2.6218,109.9748,3.1425,131.9341,6469.0708,122.0356,7.5689,417.2746,18.1889,157.5046,4.7902
106.1762,2.7135,109.9763,3.2316,131.9677,4.0954,122.0368,6.0426,417.2767,349.9778,157.5157,4.6119
106.1815,2.2865,109.9857,3.0512,131.9796,3.9537,122.0742,3.4536,417.2777,82.6889,157.5244,4.2552
106.1979,3.0019,109.9941,5.7639,132.0048,3.9782,122.1414,4.1604,417.285,3657.1223,157.54,4.9056
106.2072,5.9259,109.996,2.922,132.0062,4.406,122.1685,3.6817,417.4434,18.0556,157.5469,4.3566
106.2101,2.5029,109.9977,2.8575,132.008,3.7575,122.2241,3.3885,417.6399,17.3778,157.6407,6.4161
106.2116,3.0156,109.9993,6.2316,132.0119,19.2289,122.2889,3.2281,417.7411,18.6444,157.6583,4.7867
106.2157,2.46,110.0081,5.9889,132.0199,23.9155,122.3124,3.416,417.9344,20.6667,157.6686,5.0315
106.2227,5.5926,110.0155,6.3408,132.0214,4.2616,122.3807,4.2306,417.9507,16.9889,157.8022,4.8357
106.2327,5.4522,110.0245,9.7261,132.0287,11.3351,122.4307,3.2556,417.9642,193.7667,157.8873,4.458
106.2342,2.5789,110.0311,3.1604,132.0298,19894.7246,122.4358,3.5138,418.0167,63.5667,157.8887,5.7203
106.2386,6.0292,110.0354,3.2383,132.0309,6.4387,122.4584,3.5865,418.0184,15.9444,157.9333,9.965
106.2505,2.7953,110.0382,3.2094,132.0347,3.9619,122.4597,4.0326,418.0732,18.3222,157.9395,4.8706
106.2605,2.7602,110.0398,2.686,132.0379,44.0245,122.5744,3.7393,418.2672,1021.0667,157.9541,6.4336
106.264,5.6784,110.0409,3.8085,132.0391,4.2016,122.5908,3.4035,418.28,600.4556,157.9701,506.2098
106.267,2.5536,110.0508,3.4944,132.0427,3.8828,122.5989,4.4987,418.2811,243.5889,158.0065,140.4336
106.2832,2.7115,110.0535,2.4811,132.0489,5.4196,122.6166,3.9975,418.2882,367.1444,158.0145,14.5594
106.287,2.6745,110.0644,3.2851,132.0596,3.8229,122.67,3.7519,418.3114,17.4889,158.0353,4.7238
106.2968,2.4815,110.0677,3.5256,132.0661,23.4632,122.6971,3.6992,418.8619,272.5111,158.0464,4.8601
106.3123,2.5809,110.0719,17.1559,132.0742,15.8474,122.7855,3.9624,418.8633,40.0889,158.0485,5.1993
106.3251,2.9006,110.073,6.2494,132.0854,4.7602,122.8379,3.4737,418.8688,62.2444,158.0622,5.8671
106.3418,7.9805,110.0776,3.1893,132.1151,3.8011,122.8577,3.381,418.9478,18.7778,158.0816,76.0315
106.3446,2.8811,110.0803,5.9354,132.1208,7.6894,122.861,3.8195,418.9488,17.7444,158.0898,30.042
106.3474,2.9181,110.0852,3.49,132.1814,3.951,122.8625,3.8095,418.9652,16.9,158.1262,475.0629
106.3587,2.8596,110.0869,2.9844,132.2087,4.0463,122.9016,3.3609,418.967,16.8,158.2305,5.8497
